      66.4                   0,           0.0434531                   0
      67.2                   0,                   1                   0
      67.2                   0,                   1                   0
      67.2                   0,           0.0557208                   0
      67.2                   0,                   1                   0
      67.2                   0,           0.0557208                   0
      67.2                   0,           0.0489954                   0
      67.2                   0,                   1                   0
      67.2                   0,           0.0557208                   0
      67.2                   0,           0.0489954                   0
      67.2                   0,           0.0434531                   0
        68                   0,                   1                   0
        68                   0,                   1                   0
        68                   0,           0.0557208                   0
        68                   0,                   1                   0
        68                   0,           0.0557208                   0
        68                   0,           0.0489954                   0
        68                   0,                   1                   0
        68                   0,           0.0557208                   0
        68                   0,           0.0489954                   0
        68                   0,           0.0434531                   0
      68.8                   0,                   1                   0
      68.8                   0,                   1                   0
      68.8                   0,           0.0557208                   0
      68.8                   0,                   1                   0
      68.8                   0,           0.0557208                   0
      68.8                   0,           0.0489954                   0
      68.8                   0,                   1                   0
      68.8                   0,           0.0557208                   0
      68.8                   0,           0.0489954                   0
      68.8                   0,           0.0434531                   0
      69.6                   0,                   1                   0
      69.6                   0,                   1                   0
      69.6                   0,           0.0557208                   0
      69.6                   0,                   1                   0
      69.6                   0,           0.0557208                   0
      69.6                   0,           0.0489954                   0
      69.6                   0,                   1                   0
      69.6                   0,           0.0557208                   0
      69.6                   0,           0.0489954                   0
      69.6                   0,           0.0434531                   0
      70.4                   0,                   1                   0
      70.4                   0,                   1                   0
      70.4                   0,           0.0557208                   0
      70.4                   0,                   1                   0
      70.4                   0,           0.0557208                   0
      70.4                   0,           0.0489954                   0
      70.4                   0,                   1                   0
      70.4                   0,           0.0557208                   0
      70.4                   0,           0.0489954                   0
      70.4                   0,           0.0434531                   0
      71.2                   0,                   1                   0
      71.2                   0,                   1                   0
      71.2                   0,           0.0557208                   0
      71.2                   0,                   1                   0
      71.2                   0,           0.0557208                   0
      71.2                   0,           0.0489954                   0
      71.2                   0,                   1                   0
      71.2                   0,           0.0557208                   0
      71.2                   0,           0.0489954                   0
      71.2                   0,           0.0434531                   0
        72                   0,                   1                   0
        72                   0,                   1                   0
        72                   0,           0.0557208                   0
        72                   0,                   1                   0
        72                   0,           0.0557208                   0
        72                   0,           0.0489954                   0
        72                   0,                   1                   0
        72                   0,           0.0557208                   0
        72                   0,           0.0489954                   0
        72                   0,           0.0434531                   0
      72.8                   0,                   1                   0
      72.8                   0,                   1                   0
      72.8                   0,           0.0557208                   0
      72.8                   0,                   1                   0
      72.8                   0,           0.0557208                   0
      72.8                   0,           0.0489954                   0
      72.8                   0,                   1                   0
      72.8                   0,           0.0557208                   0
      72.8                   0,           0.0489954                   0
      72.8                   0,           0.0434531                   0
      73.6                   0,                   1                   0
      73.6                   0,                   1                   0
      73.6                   0,           0.0557208                   0
      73.6                   0,                   1                   0
      73.6                   0,           0.0557208                   0
      73.6                   0,           0.0489954                   0
      73.6                   0,                   1                   0
      73.6                   0,           0.0557208                   0
      73.6                   0,           0.0489954                   0
      73.6                   0,           0.0434531                   0
      74.4                   0,                   1                   0
      74.4                   0,                   1                   0
      74.4                   0,           0.0557208                   0
      74.4                   0,                   1                   0
      74.4                   0,           0.0557208                   0
      74.4                   0,           0.0489954                   0
      74.4                   0,                   1                   0
      74.4                   0,           0.0557208                   0
      74.4                   0,           0.0489954                   0
      74.4                   0,           0.0434531                   0
      75.2                   0,                   1                   0
      75.2                   0,                   1                   0
      75.2                   0,           0.0557208                   0
      75.2                   0,                   1                   0
      75.2                   0,           0.0557208                   0
      75.2                   0,           0.0489954                   0
      75.2                   0,                   1                   0
      75.2                   0,           0.0557208                   0
      75.2                   0,           0.0489954                   0
      75.2                   0,           0.0434531                   0
        76                   0,                   1                   0
        76                   0,                   1                   0
        76                   0,           0.0557208                   0
        76                   0,                   1                   0
        76                   0,           0.0557208                   0
        76                   0,           0.0489954                   0
        76                   0,                   1                   0
        76                   0,           0.0557208                   0
        76                   0,           0.0489954                   0
        76                   0,           0.0434531                   0
      76.8                   0,                   1                   0
      76.8                   0,                   1                   0
      76.8                   0,           0.0557208                   0
      76.8                   0,                   1                   0
      76.8                   0,           0.0557208                   0
      76.8                   0,           0.0489954                   0
      76.8                   0,                   1                   0
      76.8                   0,           0.0557208                   0
      76.8                   0,           0.0489954                   0
      76.8                   0,           0.0434531                   0
      77.6                   0,                   1                   0
      77.6                   0,                   1                   0
      77.6                   0,           0.0557208                   0
      77.6                   0,                   1                   0
      77.6                   0,           0.0557208                   0
      77.6                   0,           0.0489954                   0
      77.6                   0,                   1                   0
      77.6                   0,           0.0557208                   0
      77.6                   0,           0.0489954                   0
      77.6                   0,           0.0434531                   0
      78.4                   0,                   1                   0
      78.4                   0,                   1                   0
      78.4                   0,           0.0557208                   0
      78.4                   0,                   1                   0
      78.4                   0,           0.0557208                   0
      78.4                   0,           0.0489954                   0
      78.4                   0,                   1                   0
      78.4                   0,           0.0557208                   0
      78.4                   0,           0.0489954                   0
      78.4                   0,           0.0434531                   0
      79.2                   0,                   1                   0
      79.2                   0,                   1                   0
      79.2                   0,           0.0557208                   0
      79.2                   0,                   1                   0
      79.2                   0,           0.0557208                   0
      79.2                   0,           0.0489954                   0
      79.2                   0,                   1                   0
      79.2                   0,           0.0557208                   0
      79.2                   0,           0.0489954                   0
      79.2                   0,           0.0434531                   0
        80                   0,                   1                   0
        80                   0,                   1                   0
        80                   0,           0.0557208                   0
        80                   0,                   1                   0
        80                   0,           0.0557208                   0
        80                   0,           0.0489954                   0
        80                   0,                   1                   0
        80                   0,           0.0557208                   0
        80                   0,           0.0489954                   0
        80                   0,           0.0434531                   0
