      20.8                   0,           0.0557208                   0
      20.8                   0,                   1                   0
      20.8                   0,           0.0557208                   0
      20.8                   0,           0.0489954                   0
      20.8                   0,                   1                   0
      20.8                   0,           0.0557208                   0
      20.8                   0,           0.0489954                   0
      20.8                   0,           0.0434531                   0
      21.6                   0,                   1                   0
      21.6                   0,                   1                   0
      21.6                   0,           0.0557208                   0
      21.6                   0,                   1                   0
      21.6                   0,           0.0557208                   0
      21.6                   0,           0.0489954                   0
      21.6                   0,                   1                   0
      21.6                   0,           0.0557208                   0
      21.6                   0,           0.0489954                   0
      21.6                   0,           0.0434531                   0
      22.4                   0,                   1                   0
      22.4                   0,                   1                   0
      22.4                   0,           0.0557208                   0
      22.4                   0,                   1                   0
      22.4                   0,           0.0557208                   0
      22.4                   0,           0.0489954                   0
      22.4                   0,                   1                   0
      22.4                   0,           0.0557208                   0
      22.4                   0,           0.0489954                   0
      22.4                   0,           0.0434531                   0
      23.2                   0,                   1                   0
      23.2                   0,                   1                   0
      23.2                   0,           0.0557208                   0
      23.2                   0,                   1                   0
      23.2                   0,           0.0557208                   0
      23.2                   0,           0.0489954                   0
      23.2                   0,                   1                   0
      23.2                   0,           0.0557208                   0
      23.2                   0,           0.0489954                   0
      23.2                   0,           0.0434531                   0
        24                   0,                   1                   0
        24                   0,                   1                   0
        24                   0,           0.0557208                   0
        24                   0,                   1                   0
        24                   0,           0.0557208                   0
        24                   0,           0.0489954                   0
        24                   0,                   1                   0
        24                   0,           0.0557208                   0
        24                   0,           0.0489954                   0
        24                   0,           0.0434531                   0
      24.8                   0,                   1                   0
      24.8                   0,                   1                   0
      24.8                   0,           0.0557208                   0
      24.8                   0,                   1                   0
      24.8                   0,           0.0557208                   0
      24.8                   0,           0.0489954                   0
      24.8                   0,                   1                   0
      24.8                   0,           0.0557208                   0
      24.8                   0,           0.0489954                   0
      24.8                   0,           0.0434531                   0
      25.6                   0,                   1                   0
      25.6                   0,                   1                   0
      25.6                   0,           0.0557208                   0
      25.6                   0,                   1                   0
      25.6                   0,           0.0557208                   0
      25.6                   0,           0.0489954                   0
      25.6                   0,                   1                   0
      25.6                   0,           0.0557208                   0
      25.6                   0,           0.0489954                   0
      25.6                   0,           0.0434531                   0
      26.4                   0,                   1                   0
      26.4                   0,                   1                   0
      26.4                   0,           0.0557208                   0
      26.4                   0,                   1                   0
      26.4                   0,           0.0557208                   0
      26.4                   0,           0.0489954                   0
      26.4                   0,                   1                   0
      26.4                   0,           0.0557208                   0
      26.4                   0,           0.0489954                   0
      26.4                   0,           0.0434531                   0
      27.2                   0,                   1                   0
      27.2                   0,                   1                   0
      27.2                   0,           0.0557208                   0
      27.2                   0,                   1                   0
      27.2                   0,           0.0557208                   0
      27.2                   0,           0.0489954                   0
      27.2                   0,                   1                   0
      27.2                   0,           0.0557208                   0
      27.2                   0,           0.0489954                   0
      27.2                   0,           0.0434531                   0
        28                   0,                   1                   0
        28                   0,                   1                   0
        28                   0,           0.0557208                   0
        28                   0,                   1                   0
        28                   0,           0.0557208                   0
        28                   0,           0.0489954                   0
        28                   0,                   1                   0
        28                   0,           0.0557208                   0
        28                   0,           0.0489954                   0
        28                   0,           0.0434531                   0
      28.8                   0,                   1                   0
      28.8                   0,                   1                   0
      28.8                   0,           0.0557208                   0
      28.8                   0,                   1                   0
      28.8                   0,           0.0557208                   0
      28.8                   0,           0.0489954                   0
      28.8                   0,                   1                   0
      28.8                   0,           0.0557208                   0
      28.8                   0,           0.0489954                   0
      28.8                   0,           0.0434531                   0
      29.6                   0,                   1                   0
      29.6                   0,                   1                   0
      29.6                   0,           0.0557208                   0
      29.6                   0,                   1                   0
      29.6                   0,           0.0557208                   0
      29.6                   0,           0.0489954                   0
      29.6                   0,                   1                   0
      29.6                   0,           0.0557208                   0
      29.6                   0,           0.0489954                   0
      29.6                   0,           0.0434531                   0
      30.4                   0,                   1                   0
      30.4                   0,                   1                   0
      30.4                   0,           0.0557208                   0
      30.4                   0,                   1                   0
      30.4                   0,           0.0557208                   0
      30.4                   0,           0.0489954                   0
      30.4                   0,                   1                   0
      30.4                   0,           0.0557208                   0
      30.4                   0,           0.0489954                   0
      30.4                   0,           0.0434531                   0
      31.2                   0,                   1                   0
      31.2                   0,                   1                   0
      31.2                   0,           0.0557208                   0
      31.2                   0,                   1                   0
      31.2                   0,           0.0557208                   0
      31.2                   0,           0.0489954                   0
      31.2                   0,                   1                   0
      31.2                   0,           0.0557208                   0
      31.2                   0,           0.0489954                   0
      31.2                   0,           0.0434531                   0
        32                   0,                   1                   0
        32                   0,                   1                   0
        32                   0,           0.0557208                   0
        32                   0,                   1                   0
        32                   0,           0.0557208                   0
        32                   0,           0.0489954                   0
        32                   0,                   1                   0
        32                   0,           0.0557208                   0
        32                   0,           0.0489954                   0
        32                   0,           0.0434531                   0
      32.8                   0,                   1                   0
      32.8                   0,                   1                   0
      32.8                   0,           0.0557208                   0
      32.8                   0,                   1                   0
      32.8                   0,           0.0557208                   0
      32.8                   0,           0.0489954                   0
      32.8                   0,                   1                   0
      32.8                   0,           0.0557208                   0
      32.8                   0,           0.0489954                   0
      32.8                   0,           0.0434531                   0
      33.6                   0,                   1                   0
      33.6                   0,                   1                   0
      33.6                   0,           0.0557208                   0
      33.6                   0,                   1                   0
      33.6                   0,           0.0557208                   0
      33.6                   0,           0.0489954                   0
      33.6                   0,                   1                   0
      33.6                   0,           0.0557208                   0
      33.6                   0,           0.0489954                   0
      33.6                   0,           0.0434531                   0
      34.4                   0,                   1                   0
      34.4                   0,                   1                   0
      34.4                   0,           0.0557208                   0
      34.4                   0,                   1                   0
      34.4                   0,           0.0557208                   0
      34.4                   0,           0.0489954                   0
      34.4                   0,                   1                   0
      34.4                   0,           0.0557208                   0
      34.4                   0,           0.0489954                   0
      34.4                   0,           0.0434531                   0
      35.2                   0,                   1                   0
      35.2                   0,                   1                   0
      35.2                   0,           0.0557208                   0
      35.2                   0,                   1                   0
      35.2                   0,           0.0557208                   0
      35.2                   0,           0.0489954                   0
      35.2                   0,                   1                   0
      35.2                   0,           0.0557208                   0
      35.2                   0,           0.0489954                   0
      35.2                   0,           0.0434531                   0
        36                   0,                   1                   0
        36                   0,                   1                   0
        36                   0,           0.0557208                   0
        36                   0,                   1                   0
        36                   0,           0.0557208                   0
        36                   0,           0.0489954                   0
        36                   0,                   1                   0
        36                   0,           0.0557208                   0
        36                   0,           0.0489954                   0
        36                   0,           0.0434531                   0
      36.8                   0,                   1                   0
      36.8                   0,                   1                   0
      36.8                   0,           0.0557208                   0
      36.8                   0,                   1                   0
      36.8                   0,           0.0557208                   0
      36.8                   0,           0.0489954                   0
      36.8                   0,                   1                   0
      36.8                   0,           0.0557208                   0
      36.8                   0,           0.0489954                   0
      36.8                   0,           0.0434531                   0
      37.6                   0,                   1                   0
      37.6                   0,                   1                   0
      37.6                   0,           0.0557208                   0
      37.6                   0,                   1                   0
      37.6                   0,           0.0557208                   0
      37.6                   0,           0.0489954                   0
      37.6                   0,                   1                   0
      37.6                   0,           0.0557208                   0
      37.6                   0,           0.0489954                   0
      37.6                   0,           0.0434531                   0
      38.4                   0,                   1                   0
      38.4                   0,                   1                   0
      38.4                   0,           0.0557208                   0
      38.4                   0,                   1                   0
      38.4                   0,           0.0557208                   0
      38.4                   0,           0.0489954                   0
      38.4                   0,                   1                   0
      38.4                   0,           0.0557208                   0
      38.4                   0,           0.0489954                   0
      38.4                   0,           0.0434531                   0
      39.2                   0,                   1                   0
      39.2                   0,                   1                   0
      39.2                   0,           0.0557208                   0
      39.2                   0,                   1                   0
      39.2                   0,           0.0557208                   0
      39.2                   0,           0.0489954                   0
      39.2                   0,                   1                   0
      39.2                   0,           0.0557208                   0
      39.2                   0,           0.0489954                   0
      39.2                   0,           0.0434531                   0
        40                   0,                   1                   0
        40                   0,                   1                   0
        40                   0,           0.0557208                   0
        40                   0,                   1                   0
        40                   0,           0.0557208                   0
        40                   0,           0.0489954                   0
        40                   0,                   1                   0
        40                   0,           0.0557208                   0
        40                   0,           0.0489954                   0
        40                   0,           0.0434531                   0
      40.8                   0,                   1                   0
      40.8                   0,                   1                   0
      40.8                   0,           0.0557208                   0
      40.8                   0,                   1                   0
      40.8                   0,           0.0557208                   0
      40.8                   0,           0.0489954                   0
      40.8                   0,                   1                   0
      40.8                   0,           0.0557208                   0
      40.8                   0,           0.0489954                   0
      40.8                   0,           0.0434531                   0
      41.6                   0,                   1                   0
      41.6                   0,                   1                   0
      41.6                   0,           0.0557208                   0
      41.6                   0,                   1                   0
      41.6                   0,           0.0557208                   0
      41.6                   0,           0.0489954                   0
      41.6                   0,                   1                   0
      41.6                   0,           0.0557208                   0
      41.6                   0,           0.0489954                   0
      41.6                   0,           0.0434531                   0
      42.4                   0,                   1                   0
      42.4                   0,                   1                   0
      42.4                   0,           0.0557208                   0
      42.4                   0,                   1                   0
      42.4                   0,           0.0557208                   0
      42.4                   0,           0.0489954                   0
      42.4                   0,                   1                   0
      42.4                   0,           0.0557208                   0
      42.4                   0,           0.0489954                   0
      42.4                   0,           0.0434531                   0
      43.2                   0,                   1                   0
      43.2                   0,                   1                   0
      43.2                   0,           0.0557208                   0
      43.2                   0,                   1                   0
      43.2                   0,           0.0557208                   0
      43.2                   0,           0.0489954                   0
      43.2                   0,                   1                   0
      43.2                   0,           0.0557208                   0
      43.2                   0,           0.0489954                   0
      43.2                   0,           0.0434531                   0
        44                   0,                   1                   0
        44                   0,                   1                   0
        44                   0,           0.0557208                   0
        44                   0,                   1                   0
        44                   0,           0.0557208                   0
        44                   0,           0.0489954                   0
        44                   0,                   1                   0
        44                   0,           0.0557208                   0
        44                   0,           0.0489954                   0
        44                   0,           0.0434531                   0
      44.8                   0,                   1                   0
      44.8                   0,                   1                   0
      44.8                   0,           0.0557208                   0
      44.8                   0,                   1                   0
      44.8                   0,           0.0557208                   0
      44.8                   0,           0.0489954                   0
      44.8                   0,                   1                   0
      44.8                   0,           0.0557208                   0
      44.8                   0,           0.0489954                   0
      44.8                   0,           0.0434531                   0
      45.6                   0,                   1                   0
      45.6                   0,                   1                   0
      45.6                   0,           0.0557208                   0
      45.6                   0,                   1                   0
      45.6                   0,           0.0557208                   0
      45.6                   0,           0.0489954                   0
      45.6                   0,                   1                   0
      45.6                   0,           0.0557208                   0
      45.6                   0,           0.0489954                   0
      45.6                   0,           0.0434531                   0
      46.4                   0,                   1                   0
      46.4                   0,                   1                   0
      46.4                   0,           0.0557208                   0
      46.4                   0,                   1                   0
      46.4                   0,           0.0557208                   0
      46.4                   0,           0.0489954                   0
      46.4                   0,                   1                   0
      46.4                   0,           0.0557208                   0
      46.4                   0,           0.0489954                   0
      46.4                   0,           0.0434531                   0
      47.2                   0,                   1                   0
      47.2                   0,                   1                   0
      47.2                   0,           0.0557208                   0
      47.2                   0,                   1                   0
      47.2                   0,           0.0557208                   0
      47.2                   0,           0.0489954                   0
      47.2                   0,                   1                   0
      47.2                   0,           0.0557208                   0
      47.2                   0,           0.0489954                   0
      47.2                   0,           0.0434531                   0
        48                   0,                   1                   0
        48                   0,                   1                   0
        48                   0,           0.0557208                   0
        48                   0,                   1                   0
        48                   0,           0.0557208                   0
        48                   0,           0.0489954                   0
        48                   0,                   1                   0
        48                   0,           0.0557208                   0
        48                   0,           0.0489954                   0
        48                   0,           0.0434531                   0
      48.8                   0,                   1                   0
      48.8                   0,                   1                   0
      48.8                   0,           0.0557208                   0
      48.8                   0,                   1                   0
      48.8                   0,           0.0557208                   0
      48.8                   0,           0.0489954                   0
      48.8                   0,                   1                   0
      48.8                   0,           0.0557208                   0
      48.8                   0,           0.0489954                   0
      48.8                   0,           0.0434531                   0
      49.6                   0,                   1                   0
      49.6                   0,                   1                   0
      49.6                   0,           0.0557208                   0
      49.6                   0,                   1                   0
      49.6                   0,           0.0557208                   0
      49.6                   0,           0.0489954                   0
      49.6                   0,                   1                   0
      49.6                   0,           0.0557208                   0
      49.6                   0,           0.0489954                   0
      49.6                   0,           0.0434531                   0
      50.4                   0,                   1                   0
      50.4                   0,                   1                   0
      50.4                   0,           0.0557208                   0
      50.4                   0,                   1                   0
      50.4                   0,           0.0557208                   0
      50.4                   0,           0.0489954                   0
      50.4                   0,                   1                   0
      50.4                   0,           0.0557208                   0
      50.4                   0,           0.0489954                   0
      50.4                   0,           0.0434531                   0
      51.2                   0,                   1                   0
      51.2                   0,                   1                   0
      51.2                   0,           0.0557208                   0
      51.2                   0,                   1                   0
      51.2                   0,           0.0557208                   0
      51.2                   0,           0.0489954                   0
      51.2                   0,                   1                   0
      51.2                   0,           0.0557208                   0
      51.2                   0,           0.0489954                   0
      51.2                   0,           0.0434531                   0
        52                   0,                   1                   0
        52                   0,                   1                   0
        52                   0,           0.0557208                   0
        52                   0,                   1                   0
        52                   0,           0.0557208                   0
        52                   0,           0.0489954                   0
        52                   0,                   1                   0
        52                   0,           0.0557208                   0
        52                   0,           0.0489954                   0
        52                   0,           0.0434531                   0
      52.8                   0,                   1                   0
      52.8                   0,                   1                   0
      52.8                   0,           0.0557208                   0
      52.8                   0,                   1                   0
      52.8                   0,           0.0557208                   0
      52.8                   0,           0.0489954                   0
      52.8                   0,                   1                   0
      52.8                   0,           0.0557208                   0
      52.8                   0,           0.0489954                   0
      52.8                   0,           0.0434531                   0
      53.6                   0,                   1                   0
      53.6                   0,                   1                   0
      53.6                   0,           0.0557208                   0
      53.6                   0,                   1                   0
      53.6                   0,           0.0557208                   0
      53.6                   0,           0.0489954                   0
      53.6                   0,                   1                   0
      53.6                   0,           0.0557208                   0
      53.6                   0,           0.0489954                   0
      53.6                   0,           0.0434531                   0
      54.4                   0,                   1                   0
      54.4                   0,                   1                   0
      54.4                   0,           0.0557208                   0
      54.4                   0,                   1                   0
      54.4                   0,           0.0557208                   0
      54.4                   0,           0.0489954                   0
      54.4                   0,                   1                   0
      54.4                   0,           0.0557208                   0
      54.4                   0,           0.0489954                   0
      54.4                   0,           0.0434531                   0
      55.2                   0,                   1                   0
      55.2                   0,                   1                   0
      55.2                   0,           0.0557208                   0
      55.2                   0,                   1                   0
      55.2                   0,           0.0557208                   0
      55.2                   0,           0.0489954                   0
      55.2                   0,                   1                   0
      55.2                   0,           0.0557208                   0
      55.2                   0,           0.0489954                   0
      55.2                   0,           0.0434531                   0
        56                   0,                   1                   0
        56                   0,                   1                   0
        56                   0,           0.0557208                   0
        56                   0,                   1                   0
        56                   0,           0.0557208                   0
        56                   0,           0.0489954                   0
        56                   0,                   1                   0
        56                   0,           0.0557208                   0
        56                   0,           0.0489954                   0
        56                   0,           0.0434531                   0
      56.8                   0,                   1                   0
      56.8                   0,                   1                   0
      56.8                   0,           0.0557208                   0
      56.8                   0,                   1                   0
      56.8                   0,           0.0557208                   0
      56.8                   0,           0.0489954                   0
      56.8                   0,                   1                   0
      56.8                   0,           0.0557208                   0
      56.8                   0,           0.0489954                   0
      56.8                   0,           0.0434531                   0
      57.6                   0,                   1                   0
      57.6                   0,                   1                   0
      57.6                   0,           0.0557208                   0
      57.6                   0,                   1                   0
      57.6                   0,           0.0557208                   0
      57.6                   0,           0.0489954                   0
      57.6                   0,                   1                   0
      57.6                   0,           0.0557208                   0
      57.6                   0,           0.0489954                   0
      57.6                   0,           0.0434531                   0
      58.4                   0,                   1                   0
      58.4                   0,                   1                   0
      58.4                   0,           0.0557208                   0
      58.4                   0,                   1                   0
      58.4                   0,           0.0557208                   0
      58.4                   0,           0.0489954                   0
      58.4                   0,                   1                   0
      58.4                   0,           0.0557208                   0
      58.4                   0,           0.0489954                   0
      58.4                   0,           0.0434531                   0
      59.2                   0,                   1                   0
      59.2                   0,                   1                   0
      59.2                   0,           0.0557208                   0
      59.2                   0,                   1                   0
      59.2                   0,           0.0557208                   0
      59.2                   0,           0.0489954                   0
      59.2                   0,                   1                   0
      59.2                   0,           0.0557208                   0
      59.2                   0,           0.0489954                   0
      59.2                   0,           0.0434531                   0
        60                   0,                   1                   0
        60                   0,                   1                   0
        60                   0,           0.0557208                   0
        60                   0,                   1                   0
        60                   0,           0.0557208                   0
        60                   0,           0.0489954                   0
        60                   0,                   1                   0
        60                   0,           0.0557208                   0
        60                   0,           0.0489954                   0
        60                   0,           0.0434531                   0
      60.8                   0,                   1                   0
      60.8                   0,                   1                   0
      60.8                   0,           0.0557208                   0
      60.8                   0,                   1                   0
      60.8                   0,           0.0557208                   0
      60.8                   0,           0.0489954                   0
      60.8                   0,                   1                   0
      60.8                   0,           0.0557208                   0
      60.8                   0,           0.0489954                   0
      60.8                   0,           0.0434531                   0
      61.6                   0,                   1                   0
      61.6                   0,                   1                   0
      61.6                   0,           0.0557208                   0
      61.6                   0,                   1                   0
      61.6                   0,           0.0557208                   0
      61.6                   0,           0.0489954                   0
      61.6                   0,                   1                   0
      61.6                   0,           0.0557208                   0
      61.6                   0,           0.0489954                   0
      61.6                   0,           0.0434531                   0
      62.4                   0,                   1                   0
      62.4                   0,                   1                   0
      62.4                   0,           0.0557208                   0
      62.4                   0,                   1                   0
      62.4                   0,           0.0557208                   0
      62.4                   0,           0.0489954                   0
      62.4                   0,                   1                   0
      62.4                   0,           0.0557208                   0
      62.4                   0,           0.0489954                   0
      62.4                   0,           0.0434531                   0
      63.2                   0,                   1                   0
      63.2                   0,                   1                   0
      63.2                   0,           0.0557208                   0
      63.2                   0,                   1                   0
      63.2                   0,           0.0557208                   0
      63.2                   0,           0.0489954                   0
      63.2                   0,                   1                   0
      63.2                   0,           0.0557208                   0
      63.2                   0,           0.0489954                   0
      63.2                   0,           0.0434531                   0
        64                   0,                   1                   0
        64                   0,                   1                   0
        64                   0,           0.0557208                   0
        64                   0,                   1                   0
        64                   0,           0.0557208                   0
        64                   0,           0.0489954                   0
        64                   0,                   1                   0
        64                   0,           0.0557208                   0
        64                   0,           0.0489954                   0
        64                   0,           0.0434531                   0
      64.8                   0,                   1                   0
      64.8                   0,                   1                   0
      64.8                   0,           0.0557208                   0
      64.8                   0,                   1                   0
      64.8                   0,           0.0557208                   0
      64.8                   0,           0.0489954                   0
      64.8                   0,                   1                   0
      64.8                   0,           0.0557208                   0
      64.8                   0,           0.0489954                   0
      64.8                   0,           0.0434531                   0
      65.6                   0,                   1                   0
      65.6                   0,                   1                   0
      65.6                   0,           0.0557208                   0
      65.6                   0,                   1                   0
      65.6                   0,           0.0557208                   0
      65.6                   0,           0.0489954                   0
      65.6                   0,                   1                   0
      65.6                   0,           0.0557208                   0
      65.6                   0,           0.0489954                   0
      65.6                   0,           0.0434531                   0
      66.4                   0,                   1                   0
      66.4                   0,                   1                   0
      66.4                   0,           0.0557208                   0
      66.4                   0,                   1                   0
      66.4                   0,           0.0557208                   0
      66.4                   0,           0.0489954                   0
      66.4                   0,                   1                   0
      66.4                   0,           0.0557208                   0
      66.4                   0,           0.0489954                   0
